UID,의견_2020,의견_2021,의견_2022,의견_2023,의견_2024
1003010,[하반기] 추가되는 업무에 대한 부담을 많이 갖고 있습니다. 조금 더 적극적인 모습을 보이면 좋겠습니다.신용관리사/매경테스트/법률 교육 등 자기계발에 조금 더 적극적인 모습을 보이면 좋겠습니다.,[상반기] * 현재에 안주하지 더 높은 성장을 위해 새로운 지식을 습득하며 발전해 나갔으면 좋겠습니다. 조금만 더 송무팀이 더 발전적으로  변화할 수 있도록 관심을 갖고 선임사원으로서 적극적으로 동참해 주시기 바랍니다. [하반기] * 업무 수행에는 문제없이 관련 지식을 습득하고 있으나/ 조금 더 발전적으로 최선인 것을 찾아가는 모습은 부족함* 후배 팀원과 소통 시  선입견을 갖고 대하는 경우가 있으니 다른 점이 있더라도 원만한 소통을 해나가면 좋겠음,[상반기] * 더 높은 성과나 성공을 위해 끊임없이 도전해 나가는 모습은 부족함.* 회사의 발전을 위해 앞장서서 먼저 변화를 주도하거나 적극적으로 도전해 나가면 좋겠음 [하반기] 기타집행 법무접수 전반에 걸쳐 업무이해도가 양호하고 실무경험이 있는만큼 담당하는 부동산관련 법무접수 외 기타집행의 신청/ 접수/ 진행상황 확인/ 업무배분 등 전반에 걸쳐 관심갖고 의견 부탁드립니다.,[상반기] * 실적에 대한 관심과 기대                                                                                                                                                                        [하반기] 적극성과 도전정신. 팀원들에 대한 교육과 팀원들의 활동성을 좀더 높이는 노력                                                                                                                ,
3003010,,,,[하반기] 가끔 정확한 숫자가 아닌 경우를 발표할때가 있으므로 신중을 기할 필요 있음.                                                                                                                                                       ,
9003010,[하반기] 실적 달성을 위해 누구 보다도 노력하고 업무 처리를 했음에도 부동의 1위 팀원을 데리고 있는 팀은 그 빛을 발하기가 쉽지 않을 것 입니다. 잘하는 직원들만 많은 팀은 당연히 1등이지 라는 이미지로 팀장의 역할이 퇴색되기 쉽기 때문입니다. 이를 위해서는 내가 더욱 나를 알리는데 노력해야 할 것입니다. 제일 먼저 업무 처리 속도를 향상 시킬 필요가 있습니다. 센터는 신속 정확함이 가장 중요한 역량 이기도 하기 때문에 많은 고민과 노력이 필요할 것으로 보입니다. 하반기는 1등을 한번도 놓치지 않은 만큼 실적외에 것에도 관심을 갖고 노력 바랍니다.,[상반기] 관리자중 선임급의 위치하고 있으나 주도적인 관리에 있어서는 다소 부족함이 있고/ 현재에서 더 발전하거나 도전하고자 하는 적극성은 아쉬운 부분입니다. [하반기] 센터 선임관리자로 주도적이며 적극적인 의사 표현은 다소 아쉬움이 있고/ 회사의 방향성에 맞는 자기 개발과 공모등의 대한 관심과적극성이 필요합니다.||,[상반기] 의사 표현이나 주도적인 운영 능력이 지속적으로 개선이 되고 있다고 판단하지만/업무 능력 이나 업력에 비해 좀더 적극적인 표현 방식과 선임급 관리자로써의 리더쉽이 아쉽습니다. [하반기] 맡은바 업무에 있어서 책임감 있게 수행하며/ 센터내 협의된 업무에 있어 저항감 없이 대처하지만/ 과정에 있어 주도적이거나 적극적인 참여는 다소 낮은편으로 보여집니다.센터내 공동업무에 있어서 주도적이며 적극적인 참여를 부탁드립니다.,[상반기] 의사 표현이나 주도적인 운영 능력이 지속적으로 개선이 되고 있다고 판단하지만/업무 능력 이나 업력에 비해 좀더 적극적인 표현 방식과 선임급 관리자로써의 리더쉽이 아쉽습니다 [하반기] 업무외에도 회사정책에 대해 유연하게 받아들이고 원치않는 경우에도 팀원들에게 최대한 반감없도록 중간관리자로써 고민해 줄 것을 당부드림.업무처리시 신속성까지 겸비되길 기대함.,[상반기] 반대 의견을 표헌할 때에는 구체적인 논리/ 근거/ 대안을 함께 제시하고 결론을 도출하며 편견/ 리스크를 원팀이 되어 돌파하며/ 어려운 상항에 직원들이 성과를 내는 재미를 알게 하여 어떠한 어려움에도 굴하지 않는 의지를 갖길 기대함.  [하반기] 관리자 또한 월성과급 체계로 변경되는만큼 목표달성은 물론 센터 kpi에도 많은 관심이 필요합니다.업무 공지 외에도 전반적인 관리차원에서 폭넓게 생각하고 많은 의견 개진바랍니다.
6003010,[하반기] - 실적분석 및 데이터 활용과 관련해서는 부족함. 관련 회의에서도 집중하지 못하는 모습을 보임. 지속적인 교육이 필요해 보임.- 일반적인 업무에 대한 피드백은 좋으나/ 분석자료에 의한 피드백도 약한 편임.,[상반기] 내게 주어진 목표만이 아닌 회사/ 조직에게 주어진 목표에 대한 관심을 가지고 회사의 핵심가치인 진정한 원팀이 되어 목표를 향해나아갈 수 있길 요청함. [하반기] 업무 내외적으로 적극적인 의견개진 요구되며/ 실적 향상을 위해 다양하고 새로운 방식을 업무에 적용하고자 지속적으로 벤치마킹하고 시도하면 좋을 듯 함.,[상반기] * 상반기 실적 기복이 있음* 안정적인 실적관리 필요로 하고/ 고객민원관리 및 정보보안에 항상 관심을 가지고 업무에 더욱 임해 주셔야 합니다* 월별 꾸준한 실적을 유지하고 있으나/ 기복없는 실적관리에 더욱 매진 해 주셨으면 합니다 [하반기] *하반기 실적 기복이 있음* 안정적인 실적관리 필요로 하고/ 고객민원관리 및 정보보안에 항상 관심을 가지고 업무에 더욱 임해 주셔야 합니다* 월별 꾸준한 실적을 유지하고 있으나/ 기복없는 실적관리에 더욱 매진 해 주셨으면 합니다,[상반기] 좀더 소속감을 가지고 대승적인 자세로 맡고 있는 업무 이외에 적극적으로 참여하였으면 좋겠음. 본이이 가지고 있는 다양한 경험 과 지식을 팀원들 과 적극적으로 공유하였으며 좋겠음. [하반기] 채권관리 업무에서는 보완할 점이 없습니다.                                                                                                                                                                                                                                ,[상반기] 보완점이 없습니다.                                                                                                                                                                                                                      [하반기] 채권관리 보완점은 없습니다.                                                                                                                                                                                                                               
0103010,[하반기] 리더로서의 막중한 책임감이 다소 부족하며/ 회사의 최우선 가치인 목표와 성과를 이해 하나 적극적인 실천이 이루어지지 않아 성과로 이어지지 않음조직의 불만을 제기하지 않고 하나의 목표를 향해 자기관리를 지속적으로 하여 참여할수있도록 노력하여야 함 ,[상반기] 리더로서의 막중한 책임감이 다소 부족하며 회사의 최우선 가치인 목표와 성과를 공유하고 이해하나 적극적인 실천이 부족하여 성과로 나타나기는 다소 부족함조직의 하나의 목표를 함께 자기 관리를 지속적으로 하여 참여할 수 있도록 노력하여야 함 [하반기] 리더로서의 막중한 책임감이 다소 부족하며 회사의 최우선 가치인 목표와 성과를 공유하고 이해하나 적극적인 실천이 부족하여 성과로 나타나기는 다소 부족함조직의 하나의 목표를 함께 자기 관리를 지속적으로 하여 참여 할 수 있도록 노력하여야 함,[상반기] 동료들과의 다양한 커뮤니케이션과 리드할 수 있는 리더쉽 역량 강화와 업무를 추진하는 과정에서 다양한 의견 또는 상황이 발생할 때 본인의 논리와 근거 대안 등을 제시하고 설득하려는 노력과 감리업무의 업그레이드를 위한 개인적인 노력이 필요함 [하반기] 주어진 목표달성을 위하여 열과 성의를 다하고 있으며/ 신속한 업무파악으로 업무적용도 빠르게 이루어 지고 있으나/장거리 운전과 매일 반복되는 업무에 자신의 건강과 몸관리에 세심한 주의가 요구됩니다.,[상반기] 다양한 실무경험이 부족하지만 후선부서의 역할을 정확히 파악하고 영업부서 및 유관부서와의 관계적립을 원만하게 이끌고 있고본인의 부단한 노력으로 맡은 분야에서 최고가 되기위해 적극적으로 새로운 지식과 기술을 학습하고/ 보완해 나가고 있습니다. [하반기]  목표 달성을 위해 생각과 의견을 적극적으로 개진하고/ 기존의 익숙한 업무방법을 고집하지 않고/ 보다 효율적인 방법을 모색하고 실행을 위해 노력해 나가고 있습니다.,[상반기] 현재 PF 현장방문 업무의 중요성이 지속 강조되고 있습니다. 현장방문하여 현장상황만 파악하는 것을 넘어 해당 사업장을 분석 및 평가하고 해결방안을 모색해야 하는 자세가 필요합니다. [하반기] 향후에도 PF사업장 현장감리 업무가 많은 변화를 맞이할 것으로 예상되는 바/ 적극 동참하여 PF 대출의 건전성 제고에 노력을 기울여 주시기 바라며실질적인 EXIT방안과 대응 방안에 대해 고민해주시기 바랍니다.
8205010,[하반기] 자신만의 고집과 주장이 강하며 자신의 생각에 대한 업무와의 타협 속도가 조금 느림아직 다양한 법무 진행에 대한 스킬은 조금더 채우고 교육이 필요한 상황임,[상반기] 본인이 옳다고 생각하는 부분에 대해 타인의 의견을 쉽게 받아들이지 못하는 경향이 있음. 동료들과 잦은 소통으로 융통성 제고 및 공감대 형성 필요 함. [하반기] 업무 내외적으로 동료들과 잦은 소통 및 공감대 형성을 통해 의견개진 활발하게 하고/ 조직 전체의 성과 향상을 위해 조금 더 적극적으로 나서주기 바람.,[상반기] * 실적 향상이 좀 더 기대됨* 안정적인 실적관리 필요로 하고/ 고객민원관리 및 정보보안에 항상 관심을 가지고 업무에 더욱 임해 주셔야 합니다* 월별 꾸준한 실적을 유지하고 있으나/ 기복없는 실적관리에 더욱 매진 해 주셨으면 합니다 [하반기] * 실적 향상이 좀 더 기대됨* 안정적인 실적관리 필요로 하고/ 고객민원관리 및 정보보안에 항상 관심을 가지고 업무에 더욱 임해 주셔야 합니다* 월별 꾸준한 실적을 유지하고 있으나/ 기복없는 실적관리에 더욱 매진 해 주셨으면 합니다,[상반기] NPL 업무관련 아직 다소 미흡한 동료 및 후배사원들을 위해 적극적인 관심 가져주시기를 당부드립니다.                                                                                                                                                 [하반기] 개인의 목표가 최우선으로 하여 팀과의 약간의 양보의 문제가 발생.유연성을 통해 직원과의 관계를 원만의 유지 되고 있으나/ 아직 약간의 트러블이 있음.,[상반기] 조직이 기대하는 역할과 책임을 인지하고 그게 맞게 행동하며 합의된 목표(업무)에 대해서는 불평불만없이 적극적으로 참여요하며 기존의 익숙한 업무방식만을 고집하지 않고 새롭고 효율적인 방법 모색 필요함 [하반기] ◆매니저 직군과 대비하면 좋은성적이나 지금보다 더 높은 수준의 회수실적을 요함◆최근 업무에 대한 집중력이 떨어진 모습은 아쉬우며 실적에 대한 욕심이 부족함
4105010,[하반기] 1.관계형성 미흡 : 은행 업무 전반에 대하여 습득코자 노력 중이나 숙지가 다소 느리고 새로운 관계 형성을 위한 노력이 부족 함                         동 관계형성은 저축은행의 영업력에는 절대적 필요 요소인 바/ 이에 대한 노력이 요구 됨,[상반기] 피 평정인 보완점 :1)급한 성격(너무 급한 성격이라 은행업무를 처리 함에 있어 실수를 할수 있는 바/ 이에 대한 보안 요구 됨.)                         2)다양한 사람들과 교류가 필요 [하반기] 피 평정인 은행업무 경력의 일천함을 빠르게 극복코자 하는데 따른 잦은 실수가 있는 바/ 이에 대한 개선이 요구 됨그리고 본인의 성격이 매우 급함에 따른 다름을 보는 눈이 부족한바/ 이에 대한 개선이 요구 됨,[상반기] 피 평정인 책임감 있게 목표를 달성코자 하는 책임감은 매우 강하나/ 직원들에 대한 배려심이 약하고끝까지 업무를 처리하는 클로징이 다소 약함/업무를 다소 쉽게 생각함으로 인해 실수를 반복 할수 있는 바/ 이에대한 개선이 요구 됨 [하반기] 피 평정인 본인 스스로의 목표 달성을 위해서는 매우 노력을 하고 열정을 가지고 있으나/ 다소 협업이 약함우리 앞에 놓인 편견 리스크 장애등을 본인 스스로만 극복코자 하는 바/ 원팀에 의한 노력이 요구 됨,[상반기] 피 평정인은 새로운 조직에서 새로운 영업에 빠른 적응을 하고 있으나 다양한 영업 채널 확보에 어려움을 격고 있음.특히 본인이 확보한 영업 망에 너무 편중되어 있어 이에 대한 개선이 요구 됨.또한 다른 직원들과의 어울림이 다소 부족 함 [하반기] 피 평정인 본인이 하고 있는 업무에 대하여 다소 어려움이 있음을 알고 있으나 돌파 하고자 하는 열정이 다소 약함본인이 현재 가지고 있는 관계에 열정적으로 매달리고 있어 이에 대한 개선이 요구됨 즉 다양성이 요구 됨,[상반기] 여신OP로서 신규취급이 어려운 시장 환경(영업환경) 속에서도/ 모기지 및 기금여신(중도금/ 숙박업대출) 취급 할수 있도록 다방면의 영업 방안 및 노력을 요청합니다.  [하반기] 향후 PF사업장 현장감리 업무가 많은 변화를 맞이할 것으로 예상되는 바/ 적극 동참하여 PF 대출의 건전성 제고에 노력을 기울여 주시기 바라며실질적인 EXIT방안과 대응 방안에 대해 고민해주시기 바랍니다.
4006010,[하반기] ※ 기존 관리자 경험이 있으며 / 리더로써 본인만의 강점이 있음에도 / 현업에 적용하려는 의지및 행동이 다소 미흡해 보일때가 종종 있습니다 .     지점內 또는 작게는 팀내에서 먼저 리딩해주는 모습을 보이기 보다 / 후배들에게 수용하려는 태도가 강해 자칫 안주하려는 모습으로 비쳐지지 않을까 우려될때가 많습니다 .     업무시 이석및 근속은 성실하나 / 업무집중도가 다소 떨어짐으로 지점內 누락및 오류 횟수가 상위권에 꼽히고 있습니다 .      직원간 잦은 소통은 자칫 독이 될수도 있으나 / 소통이 단절되면 잘못된 부분이나 개선의 여지 조차도 없게될수 있습니다 .     직원간 소통의 방식을 본인스스로 찾아 / 강한 리더십이 아니더라도 본인만의 강점을 살린 리더십으로 / 직원간 소통을 주도 할수 있도록 요청드립니다. ,[상반기] 업무집중력을 높여 잔실수 및 오류가 없도록 힘 써주시길 바라며당사의 많은 경험을 토대로 후배들에 대한 코칭 및 피드백에도관심을 가져 주시길 바랍니다. [하반기] 업무공지 변화의 체득을 통해 업무에 대한 자신감을 좀 더 확고히 할 필요성이 있으며오랜기간 회사생활의 노하우를 살려 후배직원들의 스킬을 좀 더 끌어올리고독려 할 필요성이 있습니다.,[상반기] 상대방의 배려를 위해 의견을 맞추는 경향이 있으나 본인의 생각에 대해 명확한 전달을 요할 땐 신념을 가지고 과감히 실행에 옮기는 부분도 필요로 하다고 생각합니다. [하반기] - 지점 내 입사가 제일 빠른 부분을 활용하여 팀원들을 끌어 올릴 수 있게 독려하는 모습도 필요로 합니다.- 본인의견을 주도적으로 피력하는 모습 필요로 합니다.,[상반기] - 업무에 대한 이해도향상 필요.                                                                                                                                          각 업무에 대한 프로세스 정의 및 업무기준의 명확성 향상 필요.                                                                                                                  업무 자가 점검을 통해 오류발생율 제어 필요하며 각 업무에 대한 시간관리를 통해 누락 또는 지연업무가 발생되지 않도록 사전 관리 필요.                                                                                     업무에 대한 명확한 정의 및 숙지를 통해 주도적인 업무관리 요구됨. [하반기] 기존 업무방식에서 변화된 부분이나 변경 된 부분에서 업무의 적용에 어려움을 느끼는 부분이 있습니다.                                                                                ,[상반기] 새로운업무나 변화에 어려움을 보이며 기존의 본인방식을 고집하려는 부분이 보입니다.변화될 필요가 있는 부분에 대해서는 빠르게 받아드리는 수용력이 필요해 보입니다.  [하반기] 업무의 세심함에 있어서는 다소 아쉬운 부분이있습니다.새로운 업무나 방식/규정에대해서 거부감없이 적극적으로 받아들이고 배우는 자세가 필요해 보입니다.                       
1007010,[하반기] 심사부 업무에 있어서 주어진 임무에는 항상 최선을 다하고 있으며 지점직원들과의 업무적인 의사소통도 우수함. 새로운 지식 및 시장 동향파악에는 조금 더 경주하여야 함.,[상반기] 심사역량 우수하나 심사기획 업무에 좀 더 관심과 노력을 기울이고 심사기획업무를 통한 통합적인 역량개발 및  심사정책 등의 연구개발 필요합니다.   [하반기] 심사역량 우수하나 심사기획 업무에 좀 더 관심과 노력을 기울이고 심사기획업무를 통한 통합적인 역량개발 및  심사정책 등의 연구개발 필요합니다.  ,[상반기] 심사역량 우수하나 심사기획 업무에 좀 더 관심과 노력을 기울이고 심사기획업무를 통한 통합적인 역량개발 및  심사정책 등의 연구개발 필요합니다.   [하반기] 심사역량 우수하나 심사기획 업무에 좀 더 관심과 노력을 기울이고 심사기획업무를 통한 통합적인 역량개발 및  심사정책 등의 연구개발 필요합니다.  ,[상반기] 심사기획 업무에 좀 더 관심과 노력을 기울이고 향후 심사부에 대한 발전과 방향성을 제시하며 심사역 개개인의 역량개발과 심사정책 등의 연구개발도 필요합니다. [하반기] - 영업점 육성을 위한 피드백 방법과 원활한 문제해결 방식에 대한 노하우를 후배 심사역과 공유 부탁드립니다.- 부서발전을 위한 다양한 의견개진 부탁드립니다.,[상반기] - 여신 접수 건을 파악하는 노하우/ 영업점과 커뮤니케이션 등 강점을 후배 심사역에게 전수 부탁드립니다.- 부서발전 및 부서원간 의사소통을 위한 원활한 의견제시 부탁드립니다. [하반기] - 24.12.01 자로 OFI 발령 → 협업에 필요한 부분에 대한 적극적인 피드백 부탁드립니다.- 타부서 관점에서 관찰되는 심사부 발전을 위한 의견개진 부탁드립니다.
8108010,[하반기] 전문적인 채권관리스킬 향상이나 채권관리 향상에 대한 자격증취득부분에 대해 좀더 노력하는 모습을 보고 싶고/ 또한 기존에 알고 있던 영업이나 경험치등을 직장동료들과 같이 공유하는 모습을 보여주었으면 한다.,[상반기] 인바운드 컨택에 소흘한 부분이 있습니다. 주의 신경 안쓰고 본인것에만 치우지는 개인주의적인 성향이 있습니다.전달사항/ 업무처리 공지 등에 대한 정확한 이해와 실수를 줄이기 위한 재확인 작업을 할수 있도록 해야 합니다.구성원들과의 원만한 관계 형성의 기본이 되는 존칭사용에 주의를 기울여야합니다 [하반기] 문제 해결에 필요한 방안을 다양하게 모색하고 실천하나/ 그 방법이 규정을 어긋 날 수도 있음목표 달성에 대해 개인 성과에 적극적이나 팀 성과에는 소극적임,[상반기] * 자유롭고 다양한 의견을 제시하며 문제들을 해결하면서 업무하길 기대합니다.* 현실에 만족하거나 안주하지 않고 더욱 많은 일들을 맡아서 추진해 나갔으면 합니다.* 건강과 자기개발을 위한 시간투자를 좀더 할애하면 좋겠습니다. [하반기] 업무 중 간단하고 쉬운 일처리에 있어 좀더 관심있게 살피고 진행해 주었으면 합니다.업무 스트레스에 대해 유연하고 부드럽게 댜처해 나갔으면 합니다.,[상반기] 현재 본인의 고정적인 업무 방식에 대해 새로운 업무방식을 지속적으로 모색하고 업무 개선에 필요한 본인의 주장을 적극적으로 제시 할 필요성이 있음 그리고 그 주장이 회사의 영업방침 또는 팀 운영에 가치가 있다라고 생각되면 팀원들과 공유하고 같이 실천하는 업무진행를 당부 함,[상반기] 현재 본인의 고정된 업무 방식에 대해 새로운 업무방식의 모색과 업무 개선에 필요한 본인의 주장을 적극적으로 피력할 필요성이 있음 그리고 그 의견이 팀과 회사를 위해 가치가 있다라고 생각되면 팀원들과 공유하고 실천을 다부 함 [하반기] 회사를 대표한다는 생각을 가지고 고객의 현재 상황을 우선 파악하고 그 상황을 이해하고 설득하는 업무 진행으로 고객과의 유대관계 유지로 지속적인 약속건 증대를 당부 함
1202011,[하반기] 적극적 의견개진 및 자신감.,[상반기] 능동적이고 적극적인 의견개진. 구성원 및 관리자들과의 편안한 소통방식 고민                                                                                                                                                                                                                    [하반기] 본인의 주관과 의견을 자신감있게 표현하고 개진할 필요 있음.구성원들과 소통을 위해 시간을 더 할애하고 유연한 방식으로 피드백과 소통을 위한 노력 이 필요 함.                                                                                                                                                                          ,[상반기] 자신감 있는 의견개진과 현상에 대한 정확한 판단과 선제적 대응력                                                                                                                                                                                                                                                                                                                                                                                                                                                  [하반기] 구성원에 대한 공감 및 배려                                                                                                                                                                                                                                ,[상반기]                                                                                                                                                                                                                                                                                                                ,
